Item_Name,Item_Format,Item_Start_Date,Item_End_Date,Item_Alias,Item_Description,Code,Default_Code_Indicator,Code_Short_Description,Code_Long_Description,Code_Start_Date,Code_End_Date,Constraint_Indicator
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,L01,N,School,"School: Including Extended Services, where provided on School premises (where provided off School premises, use other appropriate location)",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,L02,N,Further Education College,Further Education College,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,L03,N,University,University,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,L04,N,Nursery Premises,Nursery Premises: Pre-school Nurseries attached to Schools would be classed as Schools in their own right,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,L05,N,Other Childcare Premises,Other Childcare Premises: E.g. Childminder,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,L06,N,Training Establishments,Training Establishments,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,L99,N,Other Educational Premises,"Other Educational Premises: Such as Teenage Pregnancy Units, School Preparation Units (for toddlers), Pupil Referral Units (excluded older children and young people), units providing specialist education e.g. deaf children, autistic children etc",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,M01,N,Prison,Prison,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,M02,N,Probation Service Premises,Probation Service Premises,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,M03,N,Police Station,Police Station,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,M04,N,Young Offenders Institution,Young Offenders Institution,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,M05,N,Immigration Centre,Immigration Centre,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,N01,N,Street or other public open space,"Street or other public open space: Public areas such as streets, parks, outdoor sports facilities etc",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,N02,N,Other publicly accessible area or building,"Other publicly accessible area or building: Publicly accessible premises such as Youth Centres, supermarkets, shops and other retail locations such as shopping centres, community facilities such as libraries, church halls, community centres etc",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,N03,N,Voluntary or charitable agency premises,Voluntary or charitable agency premises,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,N04,N,Dispensing Optician Premises,Dispensing Optician Premises,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,N05,N,Dispensing Pharmacy Premises,Dispensing Pharmacy Premises: Where it is not on a Hospital Site,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,X01,N,Other locations not elsewhere classified,Other locations not elsewhere classified,01/04/2011,Null,Y
General_Medical_Practitioner_(Specified),an8,01/05/2005,Null,Null,General Medical Practitioner (Specified) is the General Medical Practitioner PPD Code of the General Medical Practitioner specified by the Patient.,G9999998,Y,General Medical Practitioner PPD Code not known,General Medical Practitioner PPD Code not known,01/05/2005,Null,Y
General_Medical_Practitioner_(Specified),an8,01/05/2005,Null,Null,General Medical Practitioner (Specified) is the General Medical Practitioner PPD Code of the General Medical Practitioner specified by the Patient.,G9999981,Y,General Medical Practitioner PPD Code not applicable,General Medical Practitioner PPD Code not applicable,01/05/2005,Null,Y
General_Medical_Practice_Code_(Patient_Registration),an6,01/06/2008,Null,Code of GP Practice (Registered GMP),General Medical Practice Code (Patient Registration) is the Organisation Code of the GP Practice that the Patient is registered with.,V81997,Y,No Registered GP Practice,No Registered GP Practice,01/06/2008,Null,Y
General_Medical_Practice_Code_(Patient_Registration),an6,01/06/2008,Null,Code of GP Practice (Registered GMP),General Medical Practice Code (Patient Registration) is the Organisation Code of the GP Practice that the Patient is registered with.,V81998,Y,GP Practice Code not applicable,GP Practice Code not applicable,01/05/2007,Null,Y
General_Medical_Practice_Code_(Patient_Registration),an6,01/06/2008,Null,Code of GP Practice (Registered GMP),General Medical Practice Code (Patient Registration) is the Organisation Code of the GP Practice that the Patient is registered with.,V81999,Y,GP Practice Code not known,GP Practice Code not known,01/05/2007,Null,Y
Priority_Type_Code,an1,01/04/2012,Null,Null,"The priority of a request for Services; in the case of Services to be provided by a Consultant, it is as assessed by or on behalf of the Consultant.",1,N,Routine,Routine,01/05/2005,Null,N
Priority_Type_Code,an1,01/04/2012,Null,Null,"The priority of a request for Services; in the case of Services to be provided by a Consultant, it is as assessed by or on behalf of the Consultant.",2,N,Urgent,Urgent,01/05/2005,Null,Y
Priority_Type_Code,an1,01/04/2012,Null,Null,"The priority of a request for Services; in the case of Services to be provided by a Consultant, it is as assessed by or on behalf of the Consultant.",3,N,Two Week Wait,Two Week Wait,01/04/2007,Null,Y
Service_Type_Requested_Code,an1,01/11/2012,Null,Null,The terms of reference for the Referral Request.,1,N,Advice/consultation,Advice/consultation,01/05/2005,Null,N
Service_Type_Requested_Code,an1,01/11/2012,Null,Null,The terms of reference for the Referral Request.,2,N,Specific procedure,Specific procedure,01/05/2005,Null,N
Service_Type_Requested_Code,an1,01/11/2012,Null,Null,The terms of reference for the Referral Request.,3,N,Other,Other,01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,01,N,Initiated by the Consultant responsible for the Consultant Out-patient Episode: following an emergency admission,Initiated by the Consultant responsible for the Consultant Out-patient Episode: following an emergency admission,01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,02,N,Initiated by the Consultant responsible for the Consultant Out-patient Episode: following a Domiciliary Consultation,Initiated by the Consultant responsible for the Consultant Out-patient Episode: following a Domiciliary Consultation,01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,10,N,Initiated by the Consultant responsible for the Consultant Out-patient Episode: following an Accident and Emergency Attendance (including Minor Injuries Units and Walk In Centres),Initiated by the Consultant responsible for the Consultant Out-patient Episode: following an Accident and Emergency Attendance (including Minor Injuries Units and Walk In Centres),01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,11,N,Initiated by the Consultant responsible for the Consultant Out-patient Episode: other - initiated by the Consultant responsible for the Consultant Out-patient Episode,Initiated by the Consultant responsible for the Consultant Out-patient Episode: other - initiated by the Consultant responsible for the Consultant Out-patient Episode,01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,03,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a General Medical Practitioner,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a General Medical Practitioner,01/05/2005,Null,Y
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,92,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a General Dental Practioner,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a General Dental Practioner,01/05/2005,Null,Y
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,12,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a General Practitioner with a Special Interest (GPwSI) or Dentist with a Special Interest (DwSI),Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a General Practitioner with a Special Interest (GPwSI) or Dentist with a Special Interest (DwSI),01/10/2007,Null,Y
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,04,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from an Accident and Emergency Department (including Minor Injuries Units and Walk In Centres),Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from an Accident and Emergency Department (including Minor Injuries Units and Walk In Centres),01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,05,N,"Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a Consultant, other than in an Accident and Emergency Department","Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a Consultant, other than in an Accident and Emergency Department",01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,06,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: self-referral,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: self-referral,01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,07,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a Prosthetist,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a Prosthetist,01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,13,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a Specialist Nurse (Secondary Care),Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a Specialist Nurse (Secondary Care),01/10/2007,Null,Y
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,14,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from an Allied Health Professional,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from an Allied Health Professional,01/10/2007,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,15,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from an Optometrist,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from an Optometrist,01/10/2007,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,16,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from an Orthoptist,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from an Orthoptist,01/10/2007,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,17,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a National Screening Programme,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a National Screening Programme,01/10/2007,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,93,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a Community Dental Service,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: referral from a Community Dental Service,01/05/2005,Null,N
Source_Of_Referral_For_Out-patients,an2,01/05/2005,Null,Null,The source of referral of each Consultant Out-patient Episode.,97,N,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: other - not initiated by the Consultant responsible for the Consultant Out-patient Episode,Not initiated by the Consultant responsible for the Consultant Out-patient Episode: other - not initiated by the Consultant responsible for the Consultant Out-patient Episode,01/10/2007,Null,N
Direct_Access_Referral_Indicator,an1,01/11/2012,Null,Null,An indication of whether a Patient was referred to a Direct Access Service.,Y,N,Referred to a Direct Access Service,Referred to a Direct Access Service,01/11/2012,Null,N
Direct_Access_Referral_Indicator,an1,01/11/2012,Null,Null,An indication of whether a Patient was referred to a Direct Access Service.,N,N,Not referred to a Direct Access Service,Not referred to a Direct Access Service,01/11/2012,Null,N
Direct_Access_Referral_Indicator,an1,01/11/2012,Null,Null,An indication of whether a Patient was referred to a Direct Access Service.,9,Y,Not known whether the Patient was referred to a Direct Access Service,Not known whether the Patient was referred to a Direct Access Service,01/11/2012,Null,N
Referrer_Code,an8,01/05/2005,Null,Null,Referrer Code is the code of the Person making the Referral Request.,A9999998,Y,Ministry of Defence Doctor,Ministry of Defence Doctor,31/10/2006,Null,N
Referrer_Code,an8,01/05/2005,Null,Null,Referrer Code is the code of the Person making the Referral Request.,C9999998,Y,Consultant General Medical Council Reference Number not known,Consultant General Medical Council Reference Number not known,01/05/2005,Null,Y
Referrer_Code,an8,01/05/2005,Null,Null,Referrer Code is the code of the Person making the Referral Request.,CD999998,Y,Dental Consultant: General Medical Council Reference Number / General Dental Council Registration Number not known,Dental Consultant: General Medical Council Reference Number / General Dental Council Registration Number not known,01/05/2007,Null,N
Referrer_Code,an8,01/05/2005,Null,Null,Referrer Code is the code of the Person making the Referral Request.,D9999998,Y,"Dentist, General Dental Practitioner Code not known","Dentist, General Dental Practitioner Code not known",31/10/2006,Null,N
Referrer_Code,an8,01/05/2005,Null,Null,Referrer Code is the code of the Person making the Referral Request.,R9999981,Y,"Referrer other than General Medical Practioner, General Dental Practitioner or Consultant","Referrer other than General Medical Practioner, General Dental Practitioner or Consultant",01/05/2005,Null,N
Referrer_Code,an8,01/05/2005,Null,Null,Referrer Code is the code of the Person making the Referral Request.,X9999998,Y,"Not applicable, e.g. Patient has self-presented or not known","Not applicable, e.g. Patient has self-presented or not known",01/05/2005,Null,N
Referring_Organisation_Code,max an6,01/05/2005,Null,Null,Referring Organisation Code is the Organisation Code of the Organisation from which the referral is made.,X99998,Y,Referring Organisation Code not applicable,Referring Organisation Code not applicable,01/05/2005,Null,N
Referring_Organisation_Code,max an6,01/05/2005,Null,Null,Referring Organisation Code is the Organisation Code of the Organisation from which the referral is made.,X99999,Y,Referring Organisation Code not known,Referring Organisation Code not known,01/05/2005,Null,N
